Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0021115,SER-0021115,Server,HPE,ProLiant DL380 Gen11,64AWLFOUJG,2025-01-17,2025-02-06,2029-02-05,2029-11-30,Supported,Quarantined,LOC-0122,Retail Banking,Critical,Production,14000
AST-0021116,SER-0021116,Server,HPE,ProLiant DL380 Gen11,M5PMPMDI67,2026-04-09,2026-05-13,2031-05-12,2029-11-30,Supported,In Service,LOC-0043,Technology,Medium,Production,14000
AST-0021117,SER-0021117,Server,HPE,ProLiant DL380 Gen10,Y51EP64442,2026-04-01,2026-04-11,2029-04-10,2027-07-31,EOL within 24 months,In Service,LOC-0118,Operations,Medium,Production,11500
AST-0021118,SER-0021118,Server,HPE,ProLiant DL380 Gen10,DXDBKLZVTN,2022-06-27,2022-07-09,2025-07-08,2027-07-31,EOL within 24 months,In Service,LOC-0035,Technology,Critical,Production,11500
AST-0021119,SER-0021119,Server,Lenovo,ThinkSystem SR650 V2,1V0EHHGZN4,2023-07-19,2023-07-29,2027-07-28,2028-04-30,EOL within 24 months,Quarantined,LOC-0038,Finance,Low,Production,12000
AST-0021120,SER-0021120,Server,HPE,ProLiant DL380 Gen11,C5CIQSXC4N,2025-08-25,2025-09-22,2028-09-21,2029-11-30,Supported,Planned Refresh,LOC-0057,Technology,Medium,Production,14000
AST-0021121,SER-0021121,Server,Dell,PowerEdge R650,MI2G91SDG8,2026-01-03,2026-02-16,2031-02-15,2028-06-30,Supported,Quarantined,LOC-0007,Wealth Management,Medium,Production,10500
AST-0021122,SER-0021122,Server,Lenovo,ThinkSystem SR650 V2,BY1QSE11LC,2023-06-13,2023-06-16,2028-06-14,2028-04-30,EOL within 24 months,In Service,LOC-0059,Data & Analytics,Medium,Production,12000
AST-0021123,SER-0021123,Server,HPE,ProLiant DL380 Gen11,1VPXHQ0CZC,2023-06-16,2023-07-08,2026-07-07,2029-11-30,Supported,In Service,LOC-0082,Treasury,High,Production,14000
AST-0021124,SER-0021124,Server,Dell,PowerEdge R750,3KEC7J7VU1,2023-04-06,2023-04-22,2026-04-21,2028-06-30,Supported,In Service,LOC-0156,Technology,Low,Production,13000
AST-0021125,SER-0021125,Server,Dell,PowerEdge R650,O3J7HW3RSI,2026-04-04,2026-04-09,2031-04-08,2028-06-30,Supported,Quarantined,LOC-0076,Commercial Banking,Low,Production,10500
AST-0021126,SER-0021126,Server,Dell,PowerEdge R750,C9EWP10D49,2025-10-19,2025-11-03,2028-11-02,2028-06-30,Supported,In Service,LOC-0100,Cybersecurity,High,Production,13000
AST-0021127,SER-0021127,Server,Dell,PowerEdge R650,67W7IA2YE2,2025-02-16,2025-03-13,2029-03-12,2028-06-30,Supported,In Service,LOC-0149,Retail Banking,High,Production,10500
AST-0021128,SER-0021128,Server,HPE,ProLiant DL380 Gen10,XNOOTKFGTE,2019-02-06,2019-02-28,2023-02-27,2027-07-31,EOL within 24 months,Retired,LOC-0156,Legal & Compliance,Medium,Production,11500
AST-0021129,SER-0021129,Server,HPE,ProLiant DL380 Gen10,IFNZQLWPHX,2022-08-05,2022-08-30,2026-08-29,2027-07-31,EOL within 24 months,Quarantined,LOC-0118,Treasury,Critical,Production,11500
AST-0021130,SER-0021130,Server,HPE,ProLiant DL380 Gen10,HNSG6B10UP,2024-03-01,2024-04-05,2029-04-04,2027-07-31,EOL within 24 months,In Service,LOC-0130,Human Resources,Medium,Production,11500
AST-0021131,SER-0021131,Server,HPE,ProLiant DL380 Gen10,VOFONDHMPZ,2020-01-21,2020-02-28,2023-02-27,2027-07-31,EOL within 24 months,In Service,LOC-0147,Technology,High,Production,11500
AST-0021132,SER-0021132,Server,Dell,PowerEdge R750,760G3L7251,2022-12-02,2022-12-26,2026-12-25,2028-06-30,Supported,In Service,LOC-0154,Commercial Banking,Low,Production,13000
AST-0021133,SER-0021133,Server,HPE,ProLiant DL380 Gen11,JS05SUCT4A,2024-02-18,2024-03-24,2029-03-23,2029-11-30,Supported,In Service,LOC-0025,Wealth Management,Medium,Production,14000
AST-0021134,SER-0021134,Server,Dell,PowerEdge R750,XB0K9ZFKFD,2023-10-06,2023-10-19,2028-10-17,2028-06-30,Supported,Planned Refresh,LOC-0017,Cybersecurity,Critical,Production,13000
AST-0021135,SER-0021135,Server,Dell,PowerEdge R650,SWXR3OMPA2,2022-04-17,2022-05-06,2025-05-05,2028-06-30,Supported,In Service,LOC-0051,Technology,Low,Production,10500
AST-0021136,SER-0021136,Server,Lenovo,ThinkSystem SR650 V2,050ZNRBNGP,2025-07-09,2025-08-15,2028-08-14,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0053,Cybersecurity,Medium,Production,12000
AST-0021137,SER-0021137,Server,Dell,PowerEdge R650,78YL1T7KZA,2022-02-04,2022-02-21,2027-02-20,2028-06-30,Supported,Retired,LOC-0045,Commercial Banking,Medium,Production,10500
AST-0021138,SER-0021138,Server,Lenovo,ThinkSystem SR650 V2,4BK2YNRMTX,2021-10-22,2021-10-24,2024-10-23,2028-04-30,EOL within 24 months,In Service,LOC-0007,Wealth Management,Medium,Production,12000
AST-0021139,SER-0021139,Server,Dell,PowerEdge R750,HYCX5EFPHW,2026-02-02,2026-02-03,2031-02-02,2028-06-30,Supported,Planned Refresh,LOC-0002,Technology,Low,Production,13000
AST-0021140,SER-0021140,Server,Dell,PowerEdge R650,LZJCWPOUQR,2022-03-23,2022-04-14,2027-04-13,2028-06-30,Supported,Retired,LOC-0024,Cybersecurity,Critical,Production,10500
AST-0021141,SER-0021141,Server,Dell,PowerEdge R750,WKXIZXIZEO,2024-01-07,2024-01-21,2028-01-20,2028-06-30,Supported,In Service,LOC-0114,Technology,High,Production,13000
AST-0021142,SER-0021142,Server,HPE,ProLiant DL380 Gen10,E2MXT042YQ,2021-02-12,2021-03-20,2026-03-19,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0051,Technology,Low,Production,11500
AST-0021143,SER-0021143,Server,Dell,PowerEdge R650,EPUP6JF5W3,2023-05-21,2023-06-15,2027-06-14,2028-06-30,Supported,In Service,LOC-0026,Commercial Banking,Low,Production,10500
AST-0021144,SER-0021144,Server,Dell,PowerEdge R750,2YTE2D3DDU,2024-11-09,2024-12-12,2029-12-11,2028-06-30,Supported,In Service,LOC-0134,Commercial Banking,Medium,Production,13000
AST-0021145,SER-0021145,Server,HPE,ProLiant DL380 Gen10,QN2YPPT99G,2026-02-07,2026-02-15,2031-02-14,2027-07-31,EOL within 24 months,Quarantined,LOC-0104,Retail Banking,Low,Production,11500
AST-0021146,SER-0021146,Server,HPE,ProLiant DL380 Gen11,YROPCO3111,2023-09-16,2023-10-16,2027-10-15,2029-11-30,Supported,In Service,LOC-0050,Capital Markets,Medium,Production,14000
AST-0021147,SER-0021147,Server,Dell,PowerEdge R750,THU5220EFW,2022-04-29,2022-06-05,2026-06-04,2028-06-30,Supported,Planned Refresh,LOC-0070,Retail Banking,Low,Production,13000
AST-0021148,SER-0021148,Server,Dell,PowerEdge R650,Y5AM47KT90,2024-04-10,2024-04-26,2027-04-26,2028-06-30,Supported,Planned Refresh,LOC-0037,Risk,High,Production,10500
AST-0021149,SER-0021149,Server,Lenovo,ThinkSystem SR650 V2,JLLXYSS6FE,2025-08-09,2025-09-01,2030-08-31,2028-04-30,EOL within 24 months,Retired,LOC-0111,Legal & Compliance,Low,Production,12000
AST-0021150,SER-0021150,Server,Dell,PowerEdge R650,8MHH9Z1SXQ,2021-10-10,2021-11-11,2025-11-10,2028-06-30,Supported,Retired,LOC-0058,Commercial Banking,Medium,Production,10500
AST-0021151,SER-0021151,Server,Dell,PowerEdge R650,64AY5HR2EN,2024-08-25,2024-09-27,2027-09-27,2028-06-30,Supported,Retired,LOC-0019,Retail Banking,High,Production,10500
AST-0021152,SER-0021152,Server,HPE,ProLiant DL380 Gen10,9CF8FKJI6M,2019-09-01,2019-09-06,2022-09-05,2027-07-31,EOL within 24 months,In Service,LOC-0018,Capital Markets,High,Production,11500
AST-0021153,SER-0021153,Server,HPE,ProLiant DL380 Gen10,LVIH2FEN4N,2023-12-07,2024-01-05,2029-01-03,2027-07-31,EOL within 24 months,In Service,LOC-0103,Technology,High,Production,11500
AST-0021154,SER-0021154,Server,Dell,PowerEdge R650,NQRY4CPUOT,2022-05-04,2022-06-02,2026-06-01,2028-06-30,Supported,Planned Refresh,LOC-0075,Commercial Banking,Critical,Production,10500
AST-0021155,SER-0021155,Server,Dell,PowerEdge R750,R5L0P0V0UP,2021-08-29,2021-09-15,2026-09-14,2028-06-30,Supported,In Service,LOC-0017,Technology,Low,Production,13000
AST-0021156,SER-0021156,Server,Dell,PowerEdge R750,IRSWFYRBVK,2023-09-14,2023-10-21,2026-10-20,2028-06-30,Supported,Retired,LOC-0011,Retail Banking,Medium,Production,13000
AST-0021157,SER-0021157,Server,HPE,ProLiant DL380 Gen11,VJZT2X1G4M,2025-11-21,2025-12-13,2028-12-12,2029-11-30,Supported,Planned Refresh,LOC-0045,Cybersecurity,High,Production,14000
AST-0021158,SER-0021158,Server,Dell,PowerEdge R750,V7C1GEYRMZ,2023-06-13,2023-06-24,2026-06-23,2028-06-30,Supported,Planned Refresh,LOC-0143,Commercial Banking,Medium,Production,13000
AST-0021159,SER-0021159,Server,Lenovo,ThinkSystem SR650 V2,F4CD5RJM3R,2024-08-26,2024-09-18,2028-09-17,2028-04-30,EOL within 24 months,In Service,LOC-0072,Technology,High,Production,12000
AST-0021160,SER-0021160,Server,Dell,PowerEdge R650,7GX11MD1QD,2022-11-27,2022-12-25,2027-12-24,2028-06-30,Supported,Quarantined,LOC-0083,Technology,Low,Production,10500
AST-0021161,SER-0021161,Server,Dell,PowerEdge R650,HBIKBXXGHU,2023-09-29,2023-10-10,2026-10-09,2028-06-30,Supported,Planned Refresh,LOC-0050,Operations,Medium,Production,10500
AST-0021162,SER-0021162,Server,Dell,PowerEdge R650,7BUJKX055J,2022-12-31,2023-01-04,2026-01-03,2028-06-30,Supported,In Service,LOC-0014,Operations,Critical,Production,10500
AST-0021163,SER-0021163,Server,Dell,PowerEdge R650,Y6TZ76OOTZ,2025-04-11,2025-04-16,2028-04-15,2028-06-30,Supported,In Service,LOC-0057,Commercial Banking,High,Production,10500
AST-0021164,SER-0021164,Server,Dell,PowerEdge R750,I7AUWH44MV,2026-03-19,2026-04-19,2029-04-18,2028-06-30,Supported,In Service,LOC-0109,Technology,High,Production,13000
AST-0021165,SER-0021165,Server,Lenovo,ThinkSystem SR650 V2,QWKYXIDE9U,2025-08-26,2025-09-09,2029-09-08,2028-04-30,EOL within 24 months,Retired,LOC-0043,Operations,Low,Production,12000
AST-0021166,SER-0021166,Server,Dell,PowerEdge R750,991GQR1L6I,2025-07-29,2025-08-03,2028-08-02,2028-06-30,Supported,Planned Refresh,LOC-0080,Data & Analytics,Critical,Production,13000
AST-0021167,SER-0021167,Server,Dell,PowerEdge R650,5BE9O6N7TK,2022-04-11,2022-04-25,2026-04-24,2028-06-30,Supported,Planned Refresh,LOC-0090,Wealth Management,Medium,Production,10500
AST-0021168,SER-0021168,Server,HPE,ProLiant DL380 Gen10,LQHZBVB45R,2025-03-22,2025-04-24,2029-04-23,2027-07-31,EOL within 24 months,Quarantined,LOC-0072,Technology,Critical,Production,11500
AST-0021169,SER-0021169,Server,Dell,PowerEdge R750,8VSZHUZT7O,2022-09-22,2022-10-09,2027-10-08,2028-06-30,Supported,In Service,LOC-0054,Retail Banking,Critical,Production,13000
AST-0021170,SER-0021170,Server,Dell,PowerEdge R750,CX23H032WQ,2026-05-31,2026-07-14,2029-07-13,2028-06-30,Supported,In Service,LOC-0126,Retail Banking,Low,Production,13000
AST-0021171,SER-0021171,Server,HPE,ProLiant DL380 Gen11,E3ZVZYQFY3,2026-03-05,2026-04-01,2029-03-31,2029-11-30,Supported,Quarantined,LOC-0040,Technology,Critical,Production,14000
AST-0021172,SER-0021172,Server,Dell,PowerEdge R750,IPHDY13A1B,2021-07-21,2021-08-23,2024-08-22,2028-06-30,Supported,Quarantined,LOC-0100,Human Resources,High,Production,13000
AST-0021173,SER-0021173,Server,Dell,PowerEdge R650,PV4G4C9H2G,2022-10-14,2022-10-27,2026-10-26,2028-06-30,Supported,In Service,LOC-0150,Technology,Critical,Production,10500
AST-0021174,SER-0021174,Server,Dell,PowerEdge R750,VRHPK5TBV8,2022-03-15,2022-04-22,2026-04-21,2028-06-30,Supported,Quarantined,LOC-0153,Treasury,Medium,Production,13000
AST-0021175,SER-0021175,Server,Dell,PowerEdge R750,H54M7N68QC,2022-02-14,2022-03-31,2025-03-30,2028-06-30,Supported,Planned Refresh,LOC-0137,Treasury,Low,Production,13000
AST-0021176,SER-0021176,Server,HPE,ProLiant DL380 Gen10,E7H66HRHK0,2020-09-16,2020-09-18,2025-09-17,2027-07-31,EOL within 24 months,In Service,LOC-0022,Retail Banking,High,Production,11500
AST-0021177,SER-0021177,Server,Dell,PowerEdge R750,S9WSEX2EXE,2026-05-22,2026-06-16,2030-06-15,2028-06-30,Supported,In Service,LOC-0070,Retail Banking,Medium,Production,13000
AST-0021178,SER-0021178,Server,Dell,PowerEdge R750,B677DHXYNF,2024-03-09,2024-04-06,2028-04-05,2028-06-30,Supported,Quarantined,LOC-0106,Capital Markets,Medium,Production,13000
AST-0021179,SER-0021179,Server,Lenovo,ThinkSystem SR650 V2,J9CTLRYFMZ,2024-03-06,2024-03-25,2028-03-24,2028-04-30,EOL within 24 months,In Service,LOC-0032,Legal & Compliance,Critical,Production,12000
AST-0021180,SER-0021180,Server,HPE,ProLiant DL380 Gen11,K789JSK8KN,2025-10-27,2025-12-10,2029-12-09,2029-11-30,Supported,Retired,LOC-0078,Data & Analytics,Critical,Production,14000
AST-0021181,SER-0021181,Server,HPE,ProLiant DL380 Gen10,E8P2KP4BMB,2024-07-30,2024-08-20,2029-08-19,2027-07-31,EOL within 24 months,In Service,LOC-0018,Wealth Management,High,Production,11500
AST-0021182,SER-0021182,Server,HPE,ProLiant DL380 Gen11,YIPYNOG8YT,2026-01-04,2026-01-13,2029-01-12,2029-11-30,Supported,In Service,LOC-0026,Commercial Banking,Medium,Production,14000
AST-0021183,SER-0021183,Server,Lenovo,ThinkSystem SR650 V2,B3UIMXGGQU,2025-09-08,2025-09-16,2030-09-15,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0037,Retail Banking,Critical,Production,12000
AST-0021184,SER-0021184,Server,Lenovo,ThinkSystem SR650 V2,7VWG59EH3N,2021-05-24,2021-05-27,2024-05-26,2028-04-30,EOL within 24 months,Quarantined,LOC-0019,Human Resources,High,Production,12000
AST-0021185,SER-0021185,Server,HPE,ProLiant DL380 Gen11,T03HNQXUVW,2026-05-18,2026-05-29,2029-05-28,2029-11-30,Supported,Planned Refresh,LOC-0031,Wealth Management,High,Production,14000
AST-0021186,SER-0021186,Server,HPE,ProLiant DL380 Gen11,FPO5P1GRB6,2025-12-15,2026-01-11,2031-01-10,2029-11-30,Supported,In Service,LOC-0099,Operations,Low,Production,14000
AST-0021187,SER-0021187,Server,Dell,PowerEdge R650,2CRYOIDZIZ,2022-01-26,2022-02-18,2026-02-17,2028-06-30,Supported,Quarantined,LOC-0076,Cybersecurity,High,Production,10500
AST-0021188,SER-0021188,Server,Lenovo,ThinkSystem SR650 V2,LRIJ97F0IF,2022-10-04,2022-10-14,2027-10-13,2028-04-30,EOL within 24 months,In Service,LOC-0037,Technology,Medium,Production,12000
AST-0021189,SER-0021189,Server,HPE,ProLiant DL380 Gen10,W2WALFIBS5,2019-02-06,2019-03-06,2022-03-05,2027-07-31,EOL within 24 months,In Service,LOC-0132,Technology,Low,Production,11500
AST-0021190,SER-0021190,Server,HPE,ProLiant DL380 Gen10,0DHV44WAZ0,2024-03-09,2024-03-28,2029-03-27,2027-07-31,EOL within 24 months,Retired,LOC-0121,Wealth Management,Low,Production,11500
AST-0021191,SER-0021191,Server,Lenovo,ThinkSystem SR650 V2,5GLFL9FKEU,2022-07-20,2022-08-17,2025-08-16,2028-04-30,EOL within 24 months,In Service,LOC-0071,Commercial Banking,Medium,Production,12000
AST-0021192,SER-0021192,Server,Dell,PowerEdge R650,LWNVQAK1GL,2026-04-10,2026-05-24,2031-05-23,2028-06-30,Supported,Retired,LOC-0142,Technology,Medium,Production,10500
AST-0021193,SER-0021193,Server,Dell,PowerEdge R650,NCRH1IYHSV,2022-05-16,2022-05-20,2025-05-19,2028-06-30,Supported,In Service,LOC-0146,Risk,Medium,Production,10500
AST-0021194,SER-0021194,Server,HPE,ProLiant DL380 Gen11,J8665GPODK,2023-04-07,2023-04-30,2026-04-29,2029-11-30,Supported,Retired,LOC-0023,Commercial Banking,Low,Production,14000
AST-0021195,SER-0021195,Server,Dell,PowerEdge R750,EYMVCZM0LL,2022-03-23,2022-03-30,2027-03-29,2028-06-30,Supported,In Service,LOC-0059,Retail Banking,Medium,Production,13000
AST-0021196,SER-0021196,Server,Dell,PowerEdge R650,9ES7M52O6Z,2026-03-28,2026-05-07,2030-05-06,2028-06-30,Supported,Retired,LOC-0115,Retail Banking,Critical,Production,10500
AST-0021197,SER-0021197,Server,Lenovo,ThinkSystem SR650 V2,ENX0O1O758,2021-07-31,2021-08-09,2024-08-08,2028-04-30,EOL within 24 months,In Service,LOC-0148,Retail Banking,Critical,Production,12000
AST-0021198,SER-0021198,Server,Dell,PowerEdge R750,OUOQR7UTVJ,2025-09-09,2025-09-16,2028-09-15,2028-06-30,Supported,In Service,LOC-0101,Data & Analytics,Critical,Production,13000
AST-0021199,SER-0021199,Server,Dell,PowerEdge R650,9MIY7IPQUB,2025-09-08,2025-09-10,2030-09-09,2028-06-30,Supported,In Service,LOC-0063,Human Resources,Critical,Production,10500
AST-0021200,SER-0021200,Server,HPE,ProLiant DL380 Gen11,4YN3PCZEEJ,2025-01-03,2025-02-12,2029-02-11,2029-11-30,Supported,Retired,LOC-0004,Technology,Medium,Production,14000
AST-0021201,SER-0021201,Server,Dell,PowerEdge R650,EKHEJIOP2W,2021-10-04,2021-10-27,2024-10-26,2028-06-30,Supported,Quarantined,LOC-0112,Operations,High,Production,10500
AST-0021202,SER-0021202,Server,Lenovo,ThinkSystem SR650 V2,LP5VKZJZZX,2021-09-26,2021-11-05,2025-11-04,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0023,Commercial Banking,High,Production,12000
AST-0021203,SER-0021203,Server,HPE,ProLiant DL380 Gen11,0FX9YJLSTH,2025-10-13,2025-11-24,2030-11-23,2029-11-30,Supported,Planned Refresh,LOC-0068,Technology,Medium,Production,14000
AST-0021204,SER-0021204,Server,HPE,ProLiant DL380 Gen10,2ELZ7XL03O,2019-10-22,2019-11-29,2022-11-28,2027-07-31,EOL within 24 months,Quarantined,LOC-0152,Cybersecurity,High,Production,11500
AST-0021205,SER-0021205,Server,Dell,PowerEdge R650,1T78ION0RS,2022-01-15,2022-01-17,2025-01-16,2028-06-30,Supported,In Service,LOC-0037,Operations,Medium,Production,10500
AST-0021206,SER-0021206,Server,Lenovo,ThinkSystem SR650 V2,MU9HUVDKJO,2023-09-12,2023-10-01,2028-09-29,2028-04-30,EOL within 24 months,In Service,LOC-0106,Legal & Compliance,Medium,Production,12000
AST-0021207,SER-0021207,Server,HPE,ProLiant DL380 Gen10,IU4JNAQJQO,2020-08-23,2020-09-14,2023-09-14,2027-07-31,EOL within 24 months,Retired,LOC-0059,Operations,High,Production,11500
AST-0021208,SER-0021208,Server,Dell,PowerEdge R750,MKLA5SXHMG,2023-07-01,2023-07-17,2027-07-16,2028-06-30,Supported,In Service,LOC-0117,Technology,Low,Production,13000
AST-0021209,SER-0021209,Server,Lenovo,ThinkSystem SR650 V2,ZQZXAAUZZI,2021-04-17,2021-04-27,2026-04-26,2028-04-30,EOL within 24 months,Retired,LOC-0068,Technology,Critical,Production,12000
AST-0021210,SER-0021210,Server,HPE,ProLiant DL380 Gen10,ZLB1W46ER7,2024-08-28,2024-09-30,2028-09-29,2027-07-31,EOL within 24 months,In Service,LOC-0137,Data & Analytics,High,Production,11500
AST-0021211,SER-0021211,Server,HPE,ProLiant DL380 Gen10,PLBJ9DOB1E,2021-11-01,2021-11-12,2026-11-11,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0131,Legal & Compliance,Medium,Production,11500
AST-0021212,SER-0021212,Server,Lenovo,ThinkSystem SR650 V2,K9SR7RT0R6,2022-09-04,2022-09-17,2027-09-16,2028-04-30,EOL within 24 months,Retired,LOC-0006,Retail Banking,Medium,Production,12000
AST-0021213,SER-0021213,Server,HPE,ProLiant DL380 Gen11,AQEYGZN2AC,2025-09-09,2025-09-20,2030-09-19,2029-11-30,Supported,In Service,LOC-0043,Legal & Compliance,High,Production,14000
AST-0021214,SER-0021214,Server,Dell,PowerEdge R650,OK0DB0021Q,2024-10-28,2024-11-18,2027-11-18,2028-06-30,Supported,In Service,LOC-0158,Technology,High,Production,10500
AST-0021215,SER-0021215,Server,HPE,ProLiant DL380 Gen11,5T61DHDFTV,2025-09-30,2025-10-16,2030-10-15,2029-11-30,Supported,Planned Refresh,LOC-0023,Technology,Low,Production,14000
AST-0021216,SER-0021216,Server,HPE,ProLiant DL380 Gen11,0NPSTTLN4P,2025-02-06,2025-03-05,2029-03-04,2029-11-30,Supported,Quarantined,LOC-0115,Commercial Banking,Low,Production,14000
AST-0021217,SER-0021217,Server,Dell,PowerEdge R650,9H0VG9HGEL,2023-08-14,2023-09-19,2027-09-18,2028-06-30,Supported,Retired,LOC-0089,Retail Banking,Medium,Production,10500
AST-0021218,SER-0021218,Server,Lenovo,ThinkSystem SR650 V2,AK99VG65P0,2025-04-30,2025-05-29,2028-05-28,2028-04-30,EOL within 24 months,In Service,LOC-0105,Human Resources,Low,Production,12000
AST-0021219,SER-0021219,Server,HPE,ProLiant DL380 Gen11,HK6Z6BZLD2,2023-06-24,2023-07-09,2027-07-08,2029-11-30,Supported,In Service,LOC-0112,Technology,Critical,Production,14000
AST-0021220,SER-0021220,Server,Dell,PowerEdge R650,KRCE8SRSPB,2023-05-14,2023-06-15,2026-06-14,2028-06-30,Supported,Quarantined,LOC-0045,Commercial Banking,Critical,Production,10500
AST-0021221,SER-0021221,Server,Dell,PowerEdge R650,QNY3TCIOP2,2026-04-28,2026-05-16,2031-05-15,2028-06-30,Supported,In Service,LOC-0067,Commercial Banking,Medium,Production,10500
AST-0021222,SER-0021222,Server,Dell,PowerEdge R650,LN7MU9NES2,2024-11-10,2024-11-23,2029-11-22,2028-06-30,Supported,Retired,LOC-0091,Technology,Medium,Production,10500
AST-0021223,SER-0021223,Server,HPE,ProLiant DL380 Gen11,0LL8A9YDDW,2023-09-23,2023-10-09,2027-10-08,2029-11-30,Supported,Quarantined,LOC-0043,Technology,Medium,Production,14000
AST-0021224,SER-0021224,Server,Dell,PowerEdge R750,MVMT2ODLKC,2021-11-25,2021-12-15,2026-12-14,2028-06-30,Supported,In Service,LOC-0116,Wealth Management,Medium,Production,13000
AST-0021225,SER-0021225,Server,Lenovo,ThinkSystem SR650 V2,FLDWBQ0U4K,2025-02-20,2025-04-04,2030-04-03,2028-04-30,EOL within 24 months,Retired,LOC-0144,Operations,Medium,Production,12000
AST-0021226,SER-0021226,Server,HPE,ProLiant DL380 Gen10,O60I56BQI4,2021-09-24,2021-10-01,2024-09-30,2027-07-31,EOL within 24 months,In Service,LOC-0015,Risk,Medium,Production,11500
AST-0021227,SER-0021227,Server,HPE,ProLiant DL380 Gen10,N0WT8JVICM,2021-01-09,2021-02-02,2024-02-02,2027-07-31,EOL within 24 months,In Service,LOC-0041,Operations,Critical,Production,11500
AST-0021228,SER-0021228,Server,Dell,PowerEdge R650,G9WZ2X0OPP,2021-09-01,2021-10-14,2026-10-13,2028-06-30,Supported,Retired,LOC-0078,Technology,Medium,Production,10500
AST-0021229,SER-0021229,Server,Dell,PowerEdge R650,5W38U4F3MR,2023-01-24,2023-01-27,2026-01-26,2028-06-30,Supported,Retired,LOC-0002,Retail Banking,Low,Production,10500
AST-0021230,SER-0021230,Server,Lenovo,ThinkSystem SR650 V2,BHWPFNGVJ6,2024-01-16,2024-02-18,2027-02-17,2028-04-30,EOL within 24 months,In Service,LOC-0101,Legal & Compliance,Critical,Production,12000
AST-0021231,SER-0021231,Server,Dell,PowerEdge R750,S0A4G0FICK,2022-05-12,2022-05-16,2025-05-15,2028-06-30,Supported,In Service,LOC-0077,Technology,High,Production,13000
